timestamp,q0,q1,q2,q3,q4,q5,x,y,z,rx,ry,rz,dx,dy,dz,drx,dry,drz,aperture,d_aperture,applied_force,d_applied_force,contact_force,task,img,wrist_img
1726689866.0389998,0.941564,-1.367838,1.886396,-2.435939,-1.288736,-0.531267,-0.210888,-0.516602,0.268407,-2.703409540583161,0.04931830042698182,3.1104150700078095,0.0,0.0,0.0,0.0,0.0,0.0,38.83141312840442,-0.9142077500639374,3.1430000000000002,0.0,0.08448007901234568,grasping yellow block,1_1726689866.0444336.jpeg,1_1726689865.9992926.jpeg
1726689866.173114,0.941564,-1.367838,1.886396,-2.435939,-1.288736,-0.531267,-0.210888,-0.516602,0.268407,-2.703409540583161,0.04931830042698182,3.1104150700078095,0.0,0.0,0.0,0.0,0.0,0.0,37.91720537834048,-0.6868751522492147,3.1430000000000002,0.0,0.08344612345679012,grasping yellow block,1_1726689866.132636.jpeg,1_1726689866.174513.jpeg
1726689866.3147023,0.941564,-1.367838,1.886396,-2.435939,-1.288736,-0.531267,-0.210888,-0.516602,0.268407,-2.703409540583161,0.04931830042698182,3.1104150700078095,0.0,0.0,0.0,0.0,0.0,0.0,37.23033022609127,-1.3744110199542803,3.1430000000000002,0.0,0.08240497777777778,grasping yellow block,1_1726689866.3086336.jpeg,1_1726689866.3641343.jpeg
1726689866.4793367,0.941564,-1.367838,1.886396,-2.435939,-1.288736,-0.531267,-0.210888,-0.516602,0.268407,-2.703409540583161,0.04931830042698182,3.1104150700078095,0.0,0.0,0.0,0.0,0.0,0.0,35.85591920613699,-0.9174068377588753,3.1430000000000002,0.0,0.04080710123966942,grasping yellow block,1_1726689866.4304519.jpeg,1_1726689866.4824522.jpeg
1726689866.6310978,0.941564,-1.367838,1.886396,-2.435939,-1.288736,-0.531267,-0.210888,-0.516602,0.268407,-2.703409540583161,0.04931830042698182,3.1104150700078095,0.0,0.0,0.0,0.0,0.0,0.0,34.93851236837811,-0.45900722544916306,3.1430000000000002,0.0,0.06501812000000001,grasping yellow block,1_1726689866.6400383.jpeg,1_1726689866.590406.jpeg
1726689866.779988,0.941564,-1.367838,1.886396,-2.435939,-1.288736,-0.531267,-0.210888,-0.516602,0.268407,-2.703409540583161,0.04931830042698182,3.1104150700078095,0.0,0.0,0.0,0.0,0.0,0.0,34.47950514292895,-0.9179892371876477,3.1430000000000002,0.10000000000000009,0.31199043520000014,grasping yellow block,1_1726689866.730524.jpeg,1_1726689866.7784715.jpeg
1726689866.9420938,0.941564,-1.367838,1.886396,-2.435939,-1.288736,-0.531267,-0.210888,-0.516602,0.268407,-2.703409540583161,0.04931830042698182,3.1104150700078095,0.0,0.0,0.0,0.0,0.0,0.0,33.5615159057413,-0.4595730947467871,3.2430000000000003,0.0,0.087548826446281,grasping yellow block,1_1726689866.9347832.jpeg,1_1726689866.975325.jpeg
1726689867.0899553,0.941564,-1.367838,1.886396,-2.435939,-1.288736,-0.531267,-0.210888,-0.516602,0.268407,-2.703409540583161,0.04931830042698182,3.1104150700078095,0.0,0.0,0.0,0.0,0.0,0.0,33.101942810994515,-0.4597235141605651,3.2430000000000003,0.10000000000000009,0.127935456,grasping yellow block,1_1726689867.1050012.jpeg,1_1726689867.0602527.jpeg
1726689867.2531586,0.941564,-1.367838,1.886396,-2.435939,-1.288736,-0.531267,-0.210888,-0.516602,0.268407,-2.703409540583161,0.04931830042698182,3.1104150700078095,0.0,0.0,0.0,0.0,0.0,0.0,32.64221929683395,-0.2297307446964183,3.3430000000000004,0.0,0.09295190743801653,grasping yellow block,1_1726689867.278002.jpeg,1_1726689867.232606.jpeg
1726689867.4456098,0.941564,-1.367838,1.886396,-2.435939,-1.288736,-0.531267,-0.210888,-0.516602,0.268407,-2.703409540583161,0.04931830042698182,3.1104150700078095,0.0,0.0,0.0,0.0,0.0,0.0,32.41248855213753,0.0,3.3430000000000004,0.0,0.08397885088757397,grasping yellow block,1_1726689867.447896.jpeg,1_1726689867.403903.jpeg
